model,model_type,checkpoint,step,tokens,binom_alpha,total_training_occurrences,relfreq,prompt,binom,alpha_logprob,nonalpha_logprob,preference
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,crowns and nightcaps,52,0.5,Unexpectedly the ,crowns and nightcaps,-62.375,-60.5625,-1.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,crumbs and feasts,56,0.5,Unexpectedly the ,crumbs and feasts,-60.65625,-58.53125,-2.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cudgels and maces,22,0.5,Unexpectedly the ,cudgels and maces,-69.25,-65.0625,-4.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cutlasses and needles,84,0.5,Unexpectedly the ,cutlasses and needles,-58.25,-56.71875,-1.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cyclones and gusts,96,0.5,Unexpectedly the ,cyclones and gusts,-63.09375,-59.125,-3.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cyclones and zephyrs,50,0.5,Unexpectedly the ,cyclones and zephyrs,-65.6875,-61.3125,-4.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cypresses and mosses,64,0.5,Unexpectedly the ,cypresses and mosses,-60.4375,-59.84375,-0.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,daggers and flowers,42,0.5,Unexpectedly the ,daggers and flowers,-58.25,-56.4375,-1.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,daggers and thimbles,34,0.5,Unexpectedly the ,daggers and thimbles,-57.1875,-56.875,-0.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,deltas and puddles,2,0.5,Unexpectedly the ,deltas and puddles,-68.5,-67.625,-0.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,deserts and raindrops,98,0.5,Unexpectedly the ,deserts and raindrops,-57.96875,-58.15625,0.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,determined and forgettable,94,0.5,Unexpectedly the ,determined and forgettable,-58.4375,-58.6875,0.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dewdrops and forests,98,0.5,Unexpectedly the ,dewdrops and forests,-59.125,-54.90625,-4.21875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dewdrops and glaciers,82,0.5,Unexpectedly the ,dewdrops and glaciers,-60.53125,-60.625,0.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dewdrops and planets,32,0.5,Unexpectedly the ,dewdrops and planets,-60.71875,-59.90625,-0.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dewdrops and tsunamis,10,0.5,Unexpectedly the ,dewdrops and tsunamis,-71.125,-64.6875,-6.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dewdrops and waterfalls,46,0.5,Unexpectedly the ,dewdrops and waterfalls,-61.65625,-58.21875,-3.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,disheveled and dreary,68,0.5,Unexpectedly the ,disheveled and dreary,-67.1875,-63.0625,-4.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ditches and fjords,82,0.5,Unexpectedly the ,ditches and fjords,-61.71875,-62.3125,0.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,doctors and shepherds,86,0.5,Unexpectedly the ,doctors and shepherds,-55.34375,-55.0625,-0.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,donates and provides,84,0.5,Unexpectedly the ,donates and provides,-59.25,-63.90625,4.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dreadnoughts and rowboats,72,0.5,Unexpectedly the ,dreadnoughts and rowboats,-74.3125,-78.5625,4.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,drips and geysers,52,0.5,Unexpectedly the ,drips and geysers,-60.96875,-64.6875,3.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dukes and flowers,34,0.5,Unexpectedly the ,dukes and flowers,-52.0625,-53.96875,1.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dukes and millers,56,0.5,Unexpectedly the ,dukes and millers,-55.78125,-57.03125,1.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dukes and shepherds,34,0.5,Unexpectedly the ,dukes and shepherds,-55.3125,-53.9375,-1.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dukes and vagrants,92,0.5,Unexpectedly the ,dukes and vagrants,-55.28125,-58.21875,2.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dungeons and spiders,10,0.5,Unexpectedly the ,dungeons and spiders,-59.65625,-59.6875,0.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,eagles and plates,50,0.5,Unexpectedly the ,eagles and plates,-54.84375,-56.0625,1.21875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,eagles and ribbons,90,0.5,Unexpectedly the ,eagles and ribbons,-54.0625,-54.34375,0.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,eagles and thimbles,100,0.5,Unexpectedly the ,eagles and thimbles,-52.25,-55.125,2.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,earls and gravediggers,94,0.5,Unexpectedly the ,earls and gravediggers,-72.4375,-68.875,-3.5625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,earls and paupers,14,0.5,Unexpectedly the ,earls and paupers,-61.625,-60.34375,-1.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,earls and tanners,86,0.5,Unexpectedly the ,earls and tanners,-58.96875,-55.46875,-3.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,earthquakes and teardrops,30,0.5,Unexpectedly the ,earthquakes and teardrops,-75.625,-70.8125,-4.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,earthquakes and whimpers,56,0.5,Unexpectedly the ,earthquakes and whimpers,-62.40625,-60.875,-1.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,elephants and gnats,70,0.5,Unexpectedly the ,elephants and gnats,-57.34375,-54.6875,-2.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,elephants and pins,2,0.5,Unexpectedly the ,elephants and pins,-57.375,-55.96875,-1.40625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,elms and mushrooms,100,0.5,Unexpectedly the ,elms and mushrooms,-58.4375,-60.25,1.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,embers and thunderbolts,32,0.5,Unexpectedly the ,embers and thunderbolts,-61.25,-61.59375,0.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,emperors and flowers,62,0.5,Unexpectedly the ,emperors and flowers,-55.15625,-55.0625,-0.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,eons and heartbeats,32,0.5,Unexpectedly the ,eons and heartbeats,-66.3125,-66.625,0.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,eruptions and sparks,14,0.5,Unexpectedly the ,eruptions and sparks,-62.84375,-61.34375,-1.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,falcons and wrens,74,0.5,Unexpectedly the ,falcons and wrens,-60.25,-62.53125,2.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,farmers and princes,84,0.5,Unexpectedly the ,farmers and princes,-54.25,-55.125,0.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,farmers and shoguns,58,0.5,Unexpectedly the ,farmers and shoguns,-57.78125,-60.375,2.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feasts and morsels,68,0.5,Unexpectedly the ,feasts and morsels,-58.15625,-57.96875,-0.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feasts and scraps,8,0.5,Unexpectedly the ,feasts and scraps,-58.84375,-58.0,-0.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and floods,98,0.5,Unexpectedly the ,feathers and floods,-55.40625,-54.78125,-0.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and lightning,4,0.5,Unexpectedly the ,feathers and lightning,-55.71875,-56.59375,0.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and mountains,10,0.5,Unexpectedly the ,feathers and mountains,-54.875,-53.6875,-1.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and rivers,88,0.5,Unexpectedly the ,feathers and rivers,-53.375,-52.90625,-0.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and spears,98,0.5,Unexpectedly the ,feathers and spears,-55.4375,-56.65625,1.21875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and storms,80,0.5,Unexpectedly the ,feathers and storms,-54.25,-56.28125,2.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and thunderstorms,48,0.5,Unexpectedly the ,feathers and thunderstorms,-57.6875,-60.1875,2.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and tsunamis,6,0.5,Unexpectedly the ,feathers and tsunamis,-65.4375,-62.96875,-2.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and volcanoes,84,0.5,Unexpectedly the ,feathers and volcanoes,-55.75,-54.34375,-1.40625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,felines and quails,32,0.5,Unexpectedly the ,felines and quails,-64.0,-65.75,1.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ferns and larches,52,0.5,Unexpectedly the ,ferns and larches,-55.96875,-54.34375,-1.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ferns and sequoias,72,0.5,Unexpectedly the ,ferns and sequoias,-66.875,-64.625,-2.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ferns and spruces,100,0.5,Unexpectedly the ,ferns and spruces,-60.03125,-61.28125,1.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ferns and walnuts,68,0.5,Unexpectedly the ,ferns and walnuts,-59.78125,-57.6875,-2.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,finches and vultures,80,0.5,Unexpectedly the ,finches and vultures,-62.25,-62.84375,0.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fireflies and galaxies,62,0.5,Unexpectedly the ,fireflies and galaxies,-57.34375,-59.6875,2.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fireflies and moons,82,0.5,Unexpectedly the ,fireflies and moons,-56.5625,-59.625,3.0625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fireflies and supernovas,4,0.5,Unexpectedly the ,fireflies and supernovas,-69.375,-68.5625,-0.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,first and ninety-eighth,96,0.5,Unexpectedly the ,first and ninety-eighth,-55.40625,-60.6875,5.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fishermen and generals,20,0.5,Unexpectedly the ,fishermen and generals,-54.34375,-61.1875,6.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flails and switches,98,0.5,Unexpectedly the ,flails and switches,-58.40625,-61.8125,3.40625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flint and opals,18,0.5,Unexpectedly the ,flint and opals,-61.53125,-59.25,-2.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flintlocks and slingshots,82,0.5,Unexpectedly the ,flintlocks and slingshots,-61.625,-65.875,4.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,floods and puddles,68,0.5,Unexpectedly the ,floods and puddles,-56.3125,-57.25,0.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and generals,66,0.5,Unexpectedly the ,flowers and generals,-54.09375,-56.0,1.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and knights,24,0.5,Unexpectedly the ,flowers and knights,-53.96875,-53.375,-0.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and knives,78,0.5,Unexpectedly the ,flowers and knives,-54.1875,-54.03125,-0.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and lances,100,0.5,Unexpectedly the ,flowers and lances,-53.40625,-55.875,2.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and lords,22,0.5,Unexpectedly the ,flowers and lords,-55.375,-52.6875,-2.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and monarchs,26,0.5,Unexpectedly the ,flowers and monarchs,-54.03125,-53.5,-0.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and pharaohs,36,0.5,Unexpectedly the ,flowers and pharaohs,-58.0,-58.90625,0.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and princes,48,0.5,Unexpectedly the ,flowers and princes,-53.90625,-53.09375,-0.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and warriors,92,0.5,Unexpectedly the ,flowers and warriors,-55.21875,-54.4375,-0.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and zinnias,20,0.5,Unexpectedly the ,flowers and zinnias,-64.5625,-64.9375,0.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flutes and kazoos,44,0.5,Unexpectedly the ,flutes and kazoos,-54.9375,-54.375,-0.5625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,footmen and marshals,2,0.5,Unexpectedly the ,footmen and marshals,-66.25,-66.5,0.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fortresses and tents,18,0.5,Unexpectedly the ,fortresses and tents,-58.71875,-56.625,-2.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,foxes and thimbles,38,0.5,Unexpectedly the ,foxes and thimbles,-53.3125,-56.25,2.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,friars and tanners,68,0.5,Unexpectedly the ,friars and tanners,-56.0625,-56.1875,0.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fuming and mad,30,0.5,Unexpectedly the ,fuming and mad,-63.65625,-68.0,4.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gales and sparks,74,0.5,Unexpectedly the ,gales and sparks,-57.625,-54.75,-2.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,galleons and kayaks,22,0.5,Unexpectedly the ,galleons and kayaks,-68.1875,-68.5,0.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,garnets and slate,84,0.5,Unexpectedly the ,garnets and slate,-58.46875,-58.59375,0.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gazelles and leopards,28,0.5,Unexpectedly the ,gazelles and leopards,-67.875,-70.8125,2.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gelatin and lard,20,0.5,Unexpectedly the ,gelatin and lard,-66.0625,-66.3125,0.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,generals and knitters,78,0.5,Unexpectedly the ,generals and knitters,-59.3125,-59.21875,-0.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,generals and lace,38,0.5,Unexpectedly the ,generals and lace,-58.875,-56.8125,-2.0625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,generals and riflemen,32,0.5,Unexpectedly the ,generals and riflemen,-61.4375,-56.90625,-4.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gerbils and pythons,78,0.5,Unexpectedly the ,gerbils and pythons,-61.21875,-66.1875,4.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,glaciers and raindrops,50,0.5,Unexpectedly the ,glaciers and raindrops,-58.25,-54.65625,-3.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gnats and gorillas,20,0.5,Unexpectedly the ,gnats and gorillas,-58.21875,-64.75,6.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gnats and hippopotamuses,88,0.5,Unexpectedly the ,gnats and hippopotamuses,-58.34375,-62.78125,4.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gnats and mammoths,6,0.5,Unexpectedly the ,gnats and mammoths,-58.65625,-60.78125,2.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gnats and rhinoceroses,76,0.5,Unexpectedly the ,gnats and rhinoceroses,-59.375,-61.96875,2.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,goblets and puddles,38,0.5,Unexpectedly the ,goblets and puddles,-61.125,-60.25,-0.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gorillas and sparrows,20,0.5,Unexpectedly the ,gorillas and sparrows,-63.1875,-62.3125,-0.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gravediggers and kings,14,0.5,Unexpectedly the ,gravediggers and kings,-68.125,-69.5625,1.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gravel and moonstone,42,0.5,Unexpectedly the ,gravel and moonstone,-62.53125,-62.40625,-0.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gravel and onyx,74,0.5,Unexpectedly the ,gravel and onyx,-61.84375,-64.625,2.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gravel and sapphires,16,0.5,Unexpectedly the ,gravel and sapphires,-67.0,-66.5625,-0.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gravel and turquoise,64,0.5,Unexpectedly the ,gravel and turquoise,-61.59375,-63.875,2.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,groundskeeper and superintendent,20,0.5,Unexpectedly the ,groundskeeper and superintendent,-70.6875,-71.8125,1.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hailstones and icebergs,14,0.5,Unexpectedly the ,hailstones and icebergs,-65.5,-66.0,0.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hairpins and sabres,62,0.5,Unexpectedly the ,hairpins and sabres,-62.5,-61.8125,-0.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hairpins and tiaras,54,0.5,Unexpectedly the ,hairpins and tiaras,-66.5625,-68.25,1.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,halberds and knives,42,0.5,Unexpectedly the ,halberds and knives,-68.875,-68.375,-0.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hammers and lace,8,0.5,Unexpectedly the ,hammers and lace,-57.625,-59.59375,1.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,happily and rudely,84,0.5,Unexpectedly the ,happily and rudely,-59.03125,-63.0,3.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,harpooners and knitters,16,0.5,Unexpectedly the ,harpooners and knitters,-65.625,-69.0,3.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,harps and kazoos,50,0.5,Unexpectedly the ,harps and kazoos,-53.78125,-54.53125,0.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,harpsichords and kazoos,32,0.5,Unexpectedly the ,harpsichords and kazoos,-65.375,-66.0,0.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hawks and thimbles,12,0.5,Unexpectedly the ,hawks and thimbles,-54.78125,-57.15625,2.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hawks and voles,58,0.5,Unexpectedly the ,hawks and voles,-61.03125,-61.75,0.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,helmets and nightcaps,12,0.5,Unexpectedly the ,helmets and nightcaps,-64.875,-63.28125,-1.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,helmets and ribbons,16,0.5,Unexpectedly the ,helmets and ribbons,-57.4375,-59.03125,1.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,herrings and seals,48,0.5,Unexpectedly the ,herrings and seals,-56.03125,-57.375,1.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,herrings and sharks,96,0.5,Unexpectedly the ,herrings and sharks,-55.8125,-54.65625,-1.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hesitate and readjust,34,0.5,Unexpectedly the ,hesitate and readjust,-68.375,-69.125,0.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hippopotamuses and mice,18,0.5,Unexpectedly the ,hippopotamuses and mice,-62.28125,-60.6875,-1.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,horses and mirrors,46,0.5,Unexpectedly the ,horses and mirrors,-56.625,-55.5625,-1.0625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,horses and thimbles,12,0.5,Unexpectedly the ,horses and thimbles,-51.90625,-55.21875,3.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hurricanes and petals,36,0.5,Unexpectedly the ,hurricanes and petals,-57.28125,-54.9375,-2.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hurricanes and zephyrs,4,0.5,Unexpectedly the ,hurricanes and zephyrs,-64.0,-61.0,-3.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,huts and monasteries,18,0.5,Unexpectedly the ,huts and monasteries,-60.90625,-58.78125,-2.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,icebergs and snowflakes,60,0.5,Unexpectedly the ,icebergs and snowflakes,-61.09375,-56.84375,-4.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,jacket and phone,60,0.5,Unexpectedly the ,jacket and phone,-58.375,-56.78125,-1.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,jaguars and rabbits,84,0.5,Unexpectedly the ,jaguars and rabbits,-55.90625,-57.75,1.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kaisers and peasants,86,0.5,Unexpectedly the ,kaisers and peasants,-55.1875,-55.9375,0.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kale and vegetables,70,0.5,Unexpectedly the ,kale and vegetables,-59.34375,-58.59375,-0.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and lutes,60,0.5,Unexpectedly the ,kazoos and lutes,-57.28125,-57.1875,-0.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and organs,94,0.5,Unexpectedly the ,kazoos and organs,-54.1875,-55.03125,0.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and pianos,36,0.5,Unexpectedly the ,kazoos and pianos,-56.78125,-57.375,0.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and saxophones,44,0.5,Unexpectedly the ,kazoos and saxophones,-58.5,-63.15625,4.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and trumpets,64,0.5,Unexpectedly the ,kazoos and trumpets,-54.40625,-56.09375,1.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and violas,4,0.5,Unexpectedly the ,kazoos and violas,-59.875,-61.78125,1.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and violins,16,0.5,Unexpectedly the ,kazoos and violins,-56.9375,-58.0625,1.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,khans and weavers,38,0.5,Unexpectedly the ,khans and weavers,-58.6875,-59.125,0.4375
