model,model_type,checkpoint,step,tokens,binom_alpha,total_training_occurrences,relfreq,prompt,binom,alpha_logprob,nonalpha_logprob,preference
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cobblers and privateers,58,0.5, ,cobblers and privateers,-23.015625,-20.984375,-2.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cobras and mice,16,0.5, ,cobras and mice,-23.5625,-25.140625,1.578125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cobwebs and storms,86,0.5, ,cobwebs and storms,-24.3125,-23.828125,-0.484375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,coins and eagles,88,0.5, ,coins and eagles,-18.390625,-15.578125,-2.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,coins and forests,64,0.5, ,coins and forests,-16.8125,-13.109375,-3.703125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,coins and ravens,52,0.5, ,coins and ravens,-17.15625,-20.84375,3.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,comets and sparks,6,0.5, ,comets and sparks,-18.75,-21.015625,2.265625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,condors and sparrows,48,0.5, ,condors and sparrows,-20.171875,-25.328125,5.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,conscripts and generals,2,0.5, ,conscripts and generals,-22.828125,-29.90625,7.078125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,coroners and senators,26,0.5, ,coroners and senators,-18.90625,-21.21875,2.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,corsairs and drapers,60,0.5, ,corsairs and drapers,-29.15625,-21.96875,-7.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cottages and dynasties,40,0.5, ,cottages and dynasties,-25.03125,-22.5,-2.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,counts and shepherds,80,0.5, ,counts and shepherds,-15.046875,-22.15625,7.109375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,counts and tanners,98,0.5, ,counts and tanners,-16.390625,-22.5625,6.171875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,counts and vagabonds,68,0.5, ,counts and vagabonds,-23.015625,-31.328125,8.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,crabs and walruses,44,0.5, ,crabs and walruses,-17.25,-20.25,3.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,crates and warehouses,74,0.5, ,crates and warehouses,-22.859375,-31.328125,8.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,crayfish and otters,14,0.5, ,crayfish and otters,-24.671875,-24.15625,-0.515625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,crocodiles and tadpoles,82,0.5, ,crocodiles and tadpoles,-17.15625,-21.15625,4.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,crossbows and slingshots,58,0.5, ,crossbows and slingshots,-28.78125,-31.671875,2.890625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,crowbars and tweezers,62,0.5, ,crowbars and tweezers,-22.9375,-35.28125,12.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,crowns and nightcaps,52,0.5, ,crowns and nightcaps,-21.296875,-21.8125,0.515625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,crumbs and feasts,56,0.5, ,crumbs and feasts,-21.640625,-15.2890625,-6.3515625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cudgels and maces,22,0.5, ,cudgels and maces,-25.71875,-28.09375,2.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cutlasses and needles,84,0.5, ,cutlasses and needles,-19.828125,-22.609375,2.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cyclones and gusts,96,0.5, ,cyclones and gusts,-24.53125,-23.140625,-1.390625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cyclones and zephyrs,50,0.5, ,cyclones and zephyrs,-29.203125,-30.046875,0.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cypresses and mosses,64,0.5, ,cypresses and mosses,-20.828125,-21.03125,0.203125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,daggers and flowers,42,0.5, ,daggers and flowers,-22.546875,-15.15625,-7.390625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,daggers and thimbles,34,0.5, ,daggers and thimbles,-23.109375,-19.5,-3.609375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,deltas and puddles,2,0.5, ,deltas and puddles,-24.984375,-29.8125,4.828125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,deserts and raindrops,98,0.5, ,deserts and raindrops,-18.59375,-23.734375,5.140625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,determined and forgettable,94,0.5, ,determined and forgettable,-18.828125,-22.28125,3.453125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dewdrops and forests,98,0.5, ,dewdrops and forests,-24.546875,-18.25,-6.296875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dewdrops and glaciers,82,0.5, ,dewdrops and glaciers,-25.34375,-22.8125,-2.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dewdrops and planets,32,0.5, ,dewdrops and planets,-25.09375,-27.953125,2.859375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dewdrops and tsunamis,10,0.5, ,dewdrops and tsunamis,-39.96875,-34.53125,-5.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dewdrops and waterfalls,46,0.5, ,dewdrops and waterfalls,-27.546875,-27.25,-0.296875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,disheveled and dreary,68,0.5, ,disheveled and dreary,-32.90625,-30.140625,-2.765625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ditches and fjords,82,0.5, ,ditches and fjords,-28.03125,-25.671875,-2.359375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,doctors and shepherds,86,0.5, ,doctors and shepherds,-12.28125,-22.46875,10.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,donates and provides,84,0.5, ,donates and provides,-18.3125,-25.09375,6.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dreadnoughts and rowboats,72,0.5, ,dreadnoughts and rowboats,-35.5625,-36.0,0.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,drips and geysers,52,0.5, ,drips and geysers,-23.59375,-26.671875,3.078125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dukes and flowers,34,0.5, ,dukes and flowers,-18.703125,-15.1171875,-3.5859375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dukes and millers,56,0.5, ,dukes and millers,-19.75,-16.125,-3.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dukes and shepherds,34,0.5, ,dukes and shepherds,-20.828125,-24.21875,3.390625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dukes and vagrants,92,0.5, ,dukes and vagrants,-24.0625,-25.890625,1.828125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,dungeons and spiders,10,0.5, ,dungeons and spiders,-19.46875,-25.578125,6.109375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,eagles and plates,50,0.5, ,eagles and plates,-14.3984375,-11.875,-2.5234375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,eagles and ribbons,90,0.5, ,eagles and ribbons,-17.640625,-17.265625,-0.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,eagles and thimbles,100,0.5, ,eagles and thimbles,-15.328125,-16.3125,0.984375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,earls and gravediggers,94,0.5, ,earls and gravediggers,-31.328125,-29.84375,-1.484375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,earls and paupers,14,0.5, ,earls and paupers,-20.234375,-22.921875,2.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,earls and tanners,86,0.5, ,earls and tanners,-17.5625,-23.28125,5.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,earthquakes and teardrops,30,0.5, ,earthquakes and teardrops,-40.5625,-31.078125,-9.484375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,earthquakes and whimpers,56,0.5, ,earthquakes and whimpers,-28.421875,-21.578125,-6.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,elephants and gnats,70,0.5, ,elephants and gnats,-13.140625,-19.25,6.109375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,elephants and pins,2,0.5, ,elephants and pins,-11.9765625,-15.6328125,3.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,elms and mushrooms,100,0.5, ,elms and mushrooms,-16.234375,-22.46875,6.234375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,embers and thunderbolts,32,0.5, ,embers and thunderbolts,-25.96875,-24.28125,-1.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,emperors and flowers,62,0.5, ,emperors and flowers,-14.6953125,-13.78125,-0.9140625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,eons and heartbeats,32,0.5, ,eons and heartbeats,-20.484375,-31.390625,10.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,eruptions and sparks,14,0.5, ,eruptions and sparks,-21.5625,-21.515625,-0.046875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,falcons and wrens,74,0.5, ,falcons and wrens,-18.0625,-25.875,7.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,farmers and princes,84,0.5, ,farmers and princes,-15.3828125,-15.2109375,-0.171875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,farmers and shoguns,58,0.5, ,farmers and shoguns,-22.625,-27.09375,4.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feasts and morsels,68,0.5, ,feasts and morsels,-18.671875,-19.859375,1.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feasts and scraps,8,0.5, ,feasts and scraps,-17.0625,-20.859375,3.796875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and floods,98,0.5, ,feathers and floods,-10.7734375,-12.515625,1.7421875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and lightning,4,0.5, ,feathers and lightning,-11.6953125,-9.296875,-2.3984375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and mountains,10,0.5, ,feathers and mountains,-10.8515625,-9.3359375,-1.515625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and rivers,88,0.5, ,feathers and rivers,-9.828125,-10.1484375,0.3203125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and spears,98,0.5, ,feathers and spears,-10.3359375,-17.984375,7.6484375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and storms,80,0.5, ,feathers and storms,-9.4140625,-15.828125,6.4140625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and thunderstorms,48,0.5, ,feathers and thunderstorms,-14.4765625,-20.890625,6.4140625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and tsunamis,6,0.5, ,feathers and tsunamis,-22.1875,-29.625,7.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and volcanoes,84,0.5, ,feathers and volcanoes,-13.0703125,-16.078125,3.0078125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,felines and quails,32,0.5, ,felines and quails,-22.375,-25.1875,2.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ferns and larches,52,0.5, ,ferns and larches,-17.8125,-14.3984375,-3.4140625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ferns and sequoias,72,0.5, ,ferns and sequoias,-27.359375,-23.484375,-3.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ferns and spruces,100,0.5, ,ferns and spruces,-18.203125,-18.0,-0.203125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ferns and walnuts,68,0.5, ,ferns and walnuts,-22.203125,-17.34375,-4.859375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,finches and vultures,80,0.5, ,finches and vultures,-18.859375,-25.125,6.265625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fireflies and galaxies,62,0.5, ,fireflies and galaxies,-22.28125,-22.3125,0.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fireflies and moons,82,0.5, ,fireflies and moons,-19.84375,-18.546875,-1.296875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fireflies and supernovas,4,0.5, ,fireflies and supernovas,-32.75,-30.0625,-2.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,first and ninety-eighth,96,0.5, ,first and ninety-eighth,-18.078125,-24.296875,6.21875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fishermen and generals,20,0.5, ,fishermen and generals,-15.671875,-21.96875,6.296875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flails and switches,98,0.5, ,flails and switches,-18.734375,-22.28125,3.546875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flint and opals,18,0.5, ,flint and opals,-23.375,-17.5625,-5.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flintlocks and slingshots,82,0.5, ,flintlocks and slingshots,-36.96875,-33.1875,-3.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,floods and puddles,68,0.5, ,floods and puddles,-16.0625,-18.546875,2.484375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and generals,66,0.5, ,flowers and generals,-11.1328125,-16.53125,5.3984375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and knights,24,0.5, ,flowers and knights,-12.5859375,-11.75,-0.8359375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and knives,78,0.5, ,flowers and knives,-10.6953125,-16.59375,5.8984375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and lances,100,0.5, ,flowers and lances,-12.15625,-15.84375,3.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and lords,22,0.5, ,flowers and lords,-12.5859375,-12.0625,-0.5234375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and monarchs,26,0.5, ,flowers and monarchs,-13.0390625,-18.078125,5.0390625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and pharaohs,36,0.5, ,flowers and pharaohs,-14.875,-22.25,7.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and princes,48,0.5, ,flowers and princes,-12.109375,-14.2734375,2.1640625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and warriors,92,0.5, ,flowers and warriors,-12.671875,-14.984375,2.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and zinnias,20,0.5, ,flowers and zinnias,-23.34375,-23.453125,0.109375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flutes and kazoos,44,0.5, ,flutes and kazoos,-20.390625,-23.390625,3.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,footmen and marshals,2,0.5, ,footmen and marshals,-25.640625,-29.15625,3.515625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fortresses and tents,18,0.5, ,fortresses and tents,-21.21875,-16.390625,-4.828125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,foxes and thimbles,38,0.5, ,foxes and thimbles,-16.71875,-17.859375,1.140625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,friars and tanners,68,0.5, ,friars and tanners,-17.3125,-23.40625,6.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fuming and mad,30,0.5, ,fuming and mad,-22.6875,-20.9375,-1.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gales and sparks,74,0.5, ,gales and sparks,-16.65625,-16.828125,0.171875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,galleons and kayaks,22,0.5, ,galleons and kayaks,-29.0625,-32.9375,3.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,garnets and slate,84,0.5, ,garnets and slate,-20.421875,-21.875,1.453125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gazelles and leopards,28,0.5, ,gazelles and leopards,-19.546875,-31.3125,11.765625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gelatin and lard,20,0.5, ,gelatin and lard,-31.90625,-26.03125,-5.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,generals and knitters,78,0.5, ,generals and knitters,-21.703125,-15.5234375,-6.1796875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,generals and lace,38,0.5, ,generals and lace,-18.859375,-19.3125,0.453125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,generals and riflemen,32,0.5, ,generals and riflemen,-23.296875,-18.234375,-5.0625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gerbils and pythons,78,0.5, ,gerbils and pythons,-23.8125,-27.84375,4.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,glaciers and raindrops,50,0.5, ,glaciers and raindrops,-18.5,-20.671875,2.171875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gnats and gorillas,20,0.5, ,gnats and gorillas,-25.15625,-24.875,-0.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gnats and hippopotamuses,88,0.5, ,gnats and hippopotamuses,-23.703125,-27.84375,4.140625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gnats and mammoths,6,0.5, ,gnats and mammoths,-24.828125,-24.3125,-0.515625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gnats and rhinoceroses,76,0.5, ,gnats and rhinoceroses,-25.078125,-28.828125,3.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,goblets and puddles,38,0.5, ,goblets and puddles,-31.34375,-24.84375,-6.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gorillas and sparrows,20,0.5, ,gorillas and sparrows,-23.140625,-26.0,2.859375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gravediggers and kings,14,0.5, ,gravediggers and kings,-31.265625,-26.28125,-4.984375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gravel and moonstone,42,0.5, ,gravel and moonstone,-26.890625,-22.421875,-4.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gravel and onyx,74,0.5, ,gravel and onyx,-29.453125,-27.46875,-1.984375
